(Old/New) Family #,Family Name,Looked at?,Relevant?,Use For Inapprox?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Author Names,Paper Title,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Specificity of Runtime,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),"Approx Error ""Size"" (for figures only)",Approximation Factor Class (Mult),Approximation Factor Class (Add),Approximation Type (additive/multiplicative),Parametrized Approximation?,Type of PTAS (if PTAS),Description of Approximation,Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric TSP (with triangle ineq),,,,1,0,O(poly(V)),,,"[https://arxiv.org/abs/1912.00670 Traub, Vygen (2020)]","Traub, Vygen","Traub, Vygen",An improved approximation algorithm for ATSP,2020,https://arxiv.org/abs/1912.00670,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,https://arxiv.org/abs/1912.00670,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,22+eps for any eps>0,3,4,0,multiplicative,yes?,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric TSP (with triangle ineq),,,,1,0,O(V^3 + 2^z * z^2),,,[https://link.springer.com/chapter/10.1007/978-3-030-86593-1_4 Behrendt et. al. [Relaxed Generalized Christofides] (2021)],Behrendt et. al. [Relaxed Generalized Christofides],"Behrendt, Casel, Friedrich, Lagodzinski, Loser, Wilhelm",From Symmetry to Asymmetry: Generalizing TSP Approximations by Parametrization,2021,https://link.springer.com/chapter/10.1007/978-3-030-86593-1_4,,,,,,6,V: 6,3,O(V^3 + 2^z * z^2),,"V: number of vertices
E: number of edges
beta: asymmetry factor
z:  size of minimum vertex cover of the subgraph
induced by all beta-asymmetric links",V,https://link.springer.com/chapter/10.1007/978-3-030-86593-1_4,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,7/4 + 3/4 * beta,2.4,4,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric TSP (with triangle ineq),,,,1,0,O(V^3 + 2^k * k^2),,,[https://link.springer.com/chapter/10.1007/978-3-030-86593-1_4 Behrendt et. al. [Relaxed Generalized Tree Doubling] (2021)],Behrendt et. al. [Relaxed Generalized Tree Doubling],"Behrendt, Casel, Friedrich, Lagodzinski, Loser, Wilhelm",From Symmetry to Asymmetry: Generalizing TSP Approximations by Parametrization,2021,https://link.springer.com/chapter/10.1007/978-3-030-86593-1_4,,,,,,6,V: 6,3,O(V^3 + 2^k * k^2),,"V: number of vertices
E: number of edges
beta: asymmetry factor
k: minimum number of beta-one-way arcs in a minimum spanning arborescence",V,https://link.springer.com/chapter/10.1007/978-3-030-86593-1_4,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,2 + beta,2.4,4,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Symmetric TSP (with gamma-parameterized triangle ineq),,,,1,0,O(V^2)?,,,"[https://epubs.siam.org/doi/10.1137/S0895480192240226 Andreae, Bandelt (1995)]","Andreae, Bandelt","Andreae, Bandelt",Performance Guarantees for Approximation Algorithms Depending on Parametrized Triangle Inequalities,1995,https://epubs.siam.org/doi/10.1137/S0895480192240226,,,,,,5,V: 5,3,O(V^2)?,,"V: number of vertices
E: number of edges
gamma: triangle inequality parameter, 1/2 ≤ gamma < 1",V,(time dominated by time to find min spanning arborescence),1,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,gamma^2+gamma,2,3,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,0.001,0,0,Approximate Symmetric TSP (with gamma-parameterized triangle ineq),,,,1,0,O(poly(V)),,,[https://www.sciencedirect.com/science/article/abs/pii/S0020019000000892 Bockenhauer et. al. (2000)],Bockenhauer et. al.,"Bockenhauer, Hromkovic, Klasing, Seibert, Unger",Approximation algorithms for the TSP with sharpened triangle inequality,2000,https://www.sciencedirect.com/science/article/abs/pii/S0020019000000892,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges
gamma: triangle inequality parameter, 1/2 ≤ gamma < 1",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,"min(1+(2*gamma-1)/(3*gamma^2-2*gamma+1), 2/3 + gamma/(3-3*gamma))",2,3,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,https://www.sciencedirect.com/science/article/pii/S1570866705000547,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Symmetric TSP (with gamma-parameterized triangle ineq),,,,1,0,O(V^5),,,"[https://link.springer.com/chapter/10.1007/3-540-48447-7_10 Bender, Chekuri (2000)]","Bender, Chekuri","Bender, Chekuri",Performance Guarantees for the TSP with a Parameterized Triangle Inequality,2000,https://link.springer.com/chapter/10.1007/3-540-48447-7_10,,,,,,7,V: 7,3,O(V^5),,"V: number of vertices
E: number of edges
gamma: triangle inequality parameter, 1/2 ≤ gamma < 1",V,https://www.sciencedirect.com/science/article/pii/S0304397501002870,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,4*gamma,2.4,4,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Symmetric TSP (with gamma-parameterized triangle ineq),,,,1,0,O(V^2),,,[https://onlinelibrary.wiley.com/doi/abs/10.1002/net.1024 Andreae (2001)],Andreae,Andreae,On the traveling salesman problem restricted to inputs satisfying a relaxed triangle inequality,2001,https://onlinelibrary.wiley.com/doi/abs/10.1002/net.1024,,,,,,5,V: 5,3,O(V^2),,"V: number of vertices
E: number of edges
gamma: triangle inequality parameter, 1/2 ≤ gamma < 1",V,https://onlinelibrary.wiley.com/doi/abs/10.1002/net.1024,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,gamma^2+gamma,2,3,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Symmetric TSP (with gamma-parameterized triangle ineq),,,,1,0,O(V^3),,,[https://www.sciencedirect.com/science/article/pii/S0304397501002870 Bockenhauer et. al. (2002)],Bockenhauer et. al.,"Bockenhauer, Hromkovic, Klasing, Seibert, Unger",Towards the notion of stability of approximation for hard optimization tasks and the traveling salesman problem,2002,https://www.sciencedirect.com/science/article/pii/S0304397501002870,,,,,,6,V: 6,3,O(V^3),,"V: number of vertices
E: number of edges
gamma: triangle inequality parameter, 1/2 ≤ gamma < 1",V,https://www.sciencedirect.com/science/article/pii/S0304397501002870,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,3/2 * gamma^2,2,2.5,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric TSP (with gamma-parameterized triangle ineq),,,,1,0,O(V^3),,,"[https://link.springer.com/chapter/10.1007/3-540-45841-7_18 Chandran, Ram (2002)]","Chandran, Ram","Chandran, Ram",Approximations for ATSP with Parametrized Triangle Inequality,2002,https://link.springer.com/chapter/10.1007/3-540-45841-7_18,,,,,,6,V: 6,3,O(V^3),,"V: number of vertices
E: number of edges
gamma: triangle inequality parameter, 1/2 ≤ gamma < 1",V,https://www.sciencedirect.com/science/article/pii/S1570866705000547,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,gamma(1+o(1))/(1-gamma),2,2.5?,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric TSP (with gamma-parameterized triangle ineq),,,,1,0,O(V^3),,,[https://link.springer.com/chapter/10.1007/3-540-45061-0_14 Blaser (2003)],Blaser,Blaser,An Improved Approximation Algorithm for the Asymmetric TSP with Strengthened Triangle Inequality,2003,https://link.springer.com/chapter/10.1007/3-540-45061-0_14,,,,,,6,V: 6,3,O(V^3),,"V: number of vertices
E: number of edges
gamma: triangle inequality parameter, 1/2 ≤ gamma < 1",V,https://link.springer.com/chapter/10.1007/3-540-45061-0_14,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,2/(2-gamma-gamma^3),2,2.5?,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric TSP (with gamma-parameterized triangle ineq),,,,1,0,O(V^3),,,"[https://www.sciencedirect.com/science/article/pii/S1570866705000547 Blaser, Manthey, Sgall (2006)]","Blaser, Manthey, Sgall","Blaser, Manthey, Sgall",An improved approximation algorithm for the asymmetric TSP with strengthened triangle inequality,2006,https://www.sciencedirect.com/science/article/pii/S1570866705000547,,,,,,6,V: 6,3,O(V^3),,"V: number of vertices
E: number of edges
gamma: triangle inequality parameter, 1/2 ≤ gamma < 1",V,https://www.sciencedirect.com/science/article/pii/S1570866705000547,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,(1+gamma)/(2-gamma-gamma^3),2,2.5?,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric TSP (with gamma-parameterized triangle ineq),,,,1,0,O(V^3),,,"[https://www.sciencedirect.com/science/article/pii/S0196677408000412 Zhang, Li, Li (2009)]","Zhang, Li, Li","Zhang, Li, Li",An improved approximation algorithm for the ATSP with parameterized triangle inequality,2009,https://www.sciencedirect.com/science/article/pii/S0196677408000412,,,,,,6,V: 6,3,O(V^3),,"V: number of vertices
E: number of edges
gamma: triangle inequality parameter, 1/2 ≤ gamma < 1",V,https://www.sciencedirect.com/science/article/pii/S0196677408000412,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,"max(1, (gamma^2+gamma+1)/2) + gamma^3/(1-gamma^2)",2,2.5?,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric TSP (with gamma-parameterized triangle ineq),,,,1,0,O(poly(V)),,,"[https://link.springer.com/chapter/10.1007/978-3-642-03367-4_41 Kowalik, Mucha (2009)]","Kowalik, Mucha","Kowalik, Mucha",Two Approximation Algorithms for ATSP with Strengthened Triangle Inequality,2009,https://link.springer.com/chapter/10.1007/978-3-642-03367-4_41,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges
gamma: triangle inequality parameter, 1/2 ≤ gamma < 1",V,https://link.springer.com/chapter/10.1007/978-3-642-03367-4_41,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,1/(2-2*gamma),2,2.5?,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric TSP (with gamma-parameterized triangle ineq),,,,1,0,O(poly(V)),,,"[https://link.springer.com/chapter/10.1007/978-3-642-03367-4_41 Kowalik, Mucha (2009)]","Kowalik, Mucha","Kowalik, Mucha",Two Approximation Algorithms for ATSP with Strengthened Triangle Inequality,2009,https://link.springer.com/chapter/10.1007/978-3-642-03367-4_41,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges
gamma: triangle inequality parameter, 1/2 ≤ gamma < 1",V,https://link.springer.com/chapter/10.1007/978-3-642-03367-4_41,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,"max((2-gamma)/(3-3*gamma) + O(1/V), 1/2(1+gamma)^2+eps) for any eps>0",2,2.5?,0,multiplicative,yes?,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Metric TS Path Problem,,,,1,0,O(V^3)?,,,[https://www.sciencedirect.com/science/article/pii/016763779190016I Hoogeveen (1990)],Hoogeveen,Hoogeveen,Analysis of Christofides' heuristic: Some paths are more difficult than cycles,1990,https://www.sciencedirect.com/science/article/pii/016763779190016I,,,,,,6,V: 6,3,O(V^3)?,,"V: number of vertices
E: number of edges",V,,1,Real RAM,memory cells,5,V: 5,O(V^2)?,Depends on best space complexity for O(V^3) min-weight matching (the rest of the algorithm requires O(V) auxiliary space),1,0,,0,,1,5/3,2,2.667,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Metric TS Path Problem,,,,1,0,O(poly(V)),,,"[https://arxiv.org/abs/1110.4604 An, Kleinberg, Shmoys (2011)]","An, Kleinberg, Shmoys","An, Kleinberg, Shmoys",Improving Christofides' Algorithm for the s-t Path TSP,2011,https://arxiv.org/abs/1110.4604,,,,0,0,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,(1+sqrt(5))/2,2,2.618,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Metric TS Path Problem,,,,1,0,O(poly(V)),,,[https://arxiv.org/abs/1209.3523 Sebo (2012)],Sebo,Sebo,Eight-Fifth Approximation for TSP Paths,2012,https://arxiv.org/abs/1209.3523,,,,0,0,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,8/5,2,2.6,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Metric TS Path Problem,,,,1,0,O(poly(V)),,,[https://arxiv.org/abs/1502.03715 Vygen (2015)],Vygen,Vygen,Reassembling trees for the traveling salesman,2015,https://arxiv.org/abs/1502.03715,,,,0,0,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,1.599,2,2.599,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,https://arxiv.org/abs/1511.05514,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Metric TS Path Problem,,,,1,0,O(poly(V)),,,"[https://arxiv.org/abs/1511.05514 Gottschalk, Vygen (2015)]","Gottschalk, Vygen","Gottschalk, Vygen",Better s-t-Tours by Gao Trees,2015,https://arxiv.org/abs/1511.05514,,,,0,0,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,1.566,2,2.566,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Metric TS Path Problem,,,,1,0,O(poly(V)),,,"[https://arxiv.org/abs/1604.02486 Sebo, van Zuylen (2016)]","Sebo, van Zuylen","Sebo, van Zuylen",The Salesman's Improved Paths: 3/2+1/34 Integrality Gap and Approximation Ratio,2016,https://arxiv.org/abs/1604.02486,,,,0,0,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,3/2 + 1/34,2,2.530,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Metric TS Path Problem,,,,1,0,"O(V^(6*ceil(log_2(1/eps)))*LP(V, ceil(log_2(1/eps))))",,,"[https://arxiv.org/abs/1707.03992 Traub, Vygen (2017)]","Traub, Vygen","Traub, Vygen",Approaching 3/2 for the s-t-path TSP,2017,https://arxiv.org/abs/1707.03992,,,,0,0,7,V: 7,3,"O(V^(6*ceil(log_2(1/eps)))*LP(V, ceil(log_2(1/eps))))",,"V: number of vertices
E: number of edges
eps: error parameter
LP(V, k): upper bound on the time needed to solve an LP (described in paper) with |B| ≤ kn",V,https://arxiv.org/abs/1707.03992,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,3/2 + eps,2,2.501,0,multiplicative,yes,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Metric TS Path Problem,,,,1,0,O(poly(V)),,,[https://arxiv.org/abs/1805.04131 Zenklusen (2018)],Zenklusen,Zenklusen,A 1.5-Approximation for Path TSP,2018,https://arxiv.org/abs/1805.04131,,,,0,0,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,3/2,2,2.5,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Metric TS Path Problem,,,,1,0,O(poly(V)),,,"[https://dl.acm.org/doi/10.1145/3406325.3451009 Karlin, Klein, Gharan ( + result from Traub, Vygen, Zenklusen [2020]) (2021)]","Karlin, Klein, Gharan ( + result from Traub, Vygen, Zenklusen [2020])","Karlin, Klein, Gharan",A (slightly) improved approximation algorithm for metric TSP,2021,https://dl.acm.org/doi/10.1145/3406325.3451009,,,,0,0,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,1,Monte Carlo,1,1.5 - 2*10^(-36),2,2.499,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,https://arxiv.org/abs/1907.10376,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Path-Constrained Metric TS Path Problem,,,,1,0,O(poly(V)),,,[https://link.springer.com/chapter/10.1007/11554714_1 Bachrach et. al (2005)],Bachrach et. al,"Bachrach, Chen, Harrelson, Mihaescu, Rao, Shah",Lower Bounds for Maximum Parsimony with Gene Order Data,2005,https://link.springer.com/chapter/10.1007/11554714_1,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,3,2.4,4,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric TS Path Problem (with triangle ineq),,,,1,0,O(poly(V)),,,"[https://link.springer.com/article/10.1007/s10107-006-0046-8 Lam, Newman (2006)]","Lam, Newman","Lam, Newman",Traveling salesman path problems,2006,https://link.springer.com/article/10.1007/s10107-006-0046-8,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,O(sqrt(V)),4,8,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric TS Path Problem (with triangle ineq),,,,1,0,O(V^5),,,"[https://link.springer.com/chapter/10.1007/11830924_11 Chekuri, Pal (2006)]","Chekuri, Pal","Chekuri, Pal",An O(logn) Approximation Ratio for the Asymmetric Traveling Salesman Path Problem,2006,https://link.springer.com/chapter/10.1007/11830924_11,,,,,,7,V: 7,3,O(V^5),,"V: number of vertices
E: number of edges",V,https://link.springer.com/chapter/10.1007/11830924_11,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,"max(4*H_(V-2), 1) ~ 2.76*log_2(V)",4,6,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric TS Path Problem (with triangle ineq),,,,1,0,"O(poly(V, log D) + V^(1/eps + O(1)))",,,"[https://link.springer.com/chapter/10.1007/978-3-540-74208-1_8 Feige, Singh (2007)]","Feige, Singh","Feige, Singh",Improved Approximation Ratios for Traveling Salesperson Tours and Paths in Directed Graphs,2007,https://link.springer.com/chapter/10.1007/978-3-540-74208-1_8,,,,,,7,V: 7,1,"O(poly(V, log D) + V^(1/eps + O(1)))",400,"V: number of vertices
E: number of edges
D: minimum integer such that D*(solution to LP) is integral
eps: error parameter",V,https://link.springer.com/chapter/10.1007/978-3-540-74208-1_8,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,2/3*(2+eps)*log_2(V) ~ (1.334+eps)*log_2(V),4,6,0,multiplicative,yes,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric TS Path Problem (with triangle ineq),,,,1,0,O(poly(V)),,,"[https://homes.cs.washington.edu/~shayan/atsp.pdf Asadpour, Goemans, Madry, Oveis Gharan, Saberi (+ result from Feige, Singh [2007]) (2010)]","Asadpour, Goemans, Madry, Oveis Gharan, Saberi (+ result from Feige, Singh [2007])","Asadpour, Goemans, Madry, Oveis Gharan, Saberi",An O(log n/ log log n)-approximation Algorithm for the Asymmetric Traveling Salesman Problem,2010,https://homes.cs.washington.edu/~shayan/atsp.pdf,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges
eps: error parameter",V,https://homes.cs.washington.edu/~shayan/atsp.pdf,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,(4 + 16*log(V)/(log(log(V))))(1+eps),4,5.99,0,multiplicative,yes,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric TS Path Problem (with triangle ineq),,,,1,0,O(poly(V)),,,"[http://eprints.lse.ac.uk/106582/1/ATSP.pdf Svensson, Tarnawski, Vegh (+ result from Feige, Singh [2007]) (2018)]","Svensson, Tarnawski, Vegh (+ result from Feige, Singh [2007])","Svensson, Tarnawski, Vegh",A Constant-Factor Approximation Algorithm for the Asymmetric Traveling Salesman Problem,2018,http://eprints.lse.ac.uk/106582/1/ATSP.pdf,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges
eps: error parameter",V,http://eprints.lse.ac.uk/106582/1/ATSP.pdf,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,1012(1+eps),4,4,0,multiplicative,yes,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric TS Path Problem (with triangle ineq),,,,1,0,O(poly(V)),,,"[https://arxiv.org/abs/1912.00670 Traub, Vygen (+ result from Feige, Singh [2007]) (2020)]","Traub, Vygen (+ result from Feige, Singh [2007])","Traub, Vygen",An improved approximation algorithm for ATSP,2020,https://arxiv.org/abs/1912.00670,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges
eps: error parameter",V,https://arxiv.org/abs/1912.00670,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,44+eps,4,4,0,multiplicative,yes,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric Maximum TSP,,,,1,0,O(poly(V)),,,"[https://www.jstor.org/stable/pdf/170295.pdf Fisher, Nemhauser, Wolsey (1979)]","Fisher, Nemhauser, Wolsey","Fisher, Nemhauser, Wolsey",An Analysis of Approximations for Finding a Maximum Weight Hamiltonian Circuit,1979,https://www.jstor.org/stable/pdf/170295.pdf,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,1/2,2,3,0,multiplicative,yes,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric Maximum TSP,,,,1,0,O(poly(V)),,,"[https://ieeexplore.ieee.org/document/365696 Kosaraju, Park, Stein (1994)]","Kosaraju, Park, Stein","Kosaraju, Park, Stein",Long tours and short superstrings,1994,https://ieeexplore.ieee.org/document/365696,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,38/63,2,2.658,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric Maximum TSP,,,,1,0,O(poly(V)),,,"[https://dl.acm.org/doi/pdf/10.5555/644108.644214 Lewenstein, Sviridenko (2003)]","Lewenstein, Sviridenko","Lewenstein, Sviridenko",Approximating Asymmetric Maximum TSP,2003,https://dl.acm.org/doi/pdf/10.5555/644108.644214,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,5/8,2,2.6,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric Maximum TSP,,,,1,0,"O(poly(V, log D))",,,"[https://ieeexplore.ieee.org/document/1238181 Kaplan, Lewenstein, Shafrir, Sviridenko (2003)]","Kaplan, Lewenstein, Shafrir, Sviridenko","Kaplan, Lewenstein, Shafrir, Sviridenko",Approximation algorithms for asymmetric TSP by decomposing directed regular multigraphs,2003,https://ieeexplore.ieee.org/document/1238181,,,,,,7,V: 7,1,"O(poly(V, log D))",400,"V: number of vertices
E: number of edges
D: minimum integer such that D*(solution to LP) is integral",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,2/3,2,2.5,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
